Role,Index,Pose Index,Visible,Activity Miner Focus,Fav,Structure,Title,Radial Plot,Ref,Protein,MW,#Atoms,SlogP,TPSA,Flexibility,#RB,Rof5,Filename,Tags,Confs,Conf Energy,Poses,Notes,Activity (Primary),LE (Primary),LipE (Primary),LF Rank Score,LF dG,LF VSscore,LF LE,IDNUMBER,Chemical_Name,CAS,PriceCoeff,Description,FSP3,clogP,H-acceptors,H-donors,RotBonds,HAC,Collection,PPDS,LCTNUMBER
LC_Fsp3-enriched_Screening_Compound_Library,23804,1,FALSE,,FALSE,O=C(N1CC[NH+](C2CCCCC2)CC1)CCC3=Nc4c(c5c(s4)C[C@@H](CC5)C)C(=O)N3,F3382-7499_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.9,66.2,5.8,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.574,-10.033,-13.073,-0.324,F3382-7499,"5-[3-(4-cyclohexylpiperazin-1-yl)-3-oxopropyl]-11-methyl-8-thia-4,6-diazatricyclo[7.4.0.0^{2,7}]trideca-1(9),2(7),5-trien-3-one",950345-13-8,1.5,solid,0.71,3.74,4,3,5,31,Advanced,,LCT06993
LC_Fsp3-enriched_Screening_Compound_Library,24378,1,FALSE,,FALSE,S1CC[C@H]([NH+]2CCC([NH+]3CCN(CC3)c4ccccc4)CC2)C1,F3395-0124_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,333.5,23,2.8,12.1,2.8,3,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.254,-9.489,-10.067,-0.413,F3395-0124,1-phenyl-4-[1-(thiolan-3-yl)piperidin-4-yl]piperazine,2034479-21-3,1.5,solid,0.68,2.6,1,3,3,23,Advanced,,LCT04861
LC_Fsp3-enriched_Screening_Compound_Library,24412,1,FALSE,,FALSE,N#Cc1ccc(s1)C[NH+]2CCC([NH+]3CCN(CC3)c4cccc(OC)c4)CC2,F3395-0203_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,398.6,28,3.4,45.1,4.8,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.747,-9.468,-10.329,-0.338,F3395-0203,5-({4-[4-(3-methoxyphenyl)piperazin-1-yl]piperidin-1-yl}methyl)thiophene-2-carbonitrile,2034243-79-1,1.5,solid,0.5,3,3,3,5,28,Advanced,,LCT04861
LC_Fsp3-enriched_Screening_Compound_Library,24833,1,FALSE,,FALSE,O=C(NCCOC)C1CCN(CC1)c2cc(Sc3c(C)ccc(c3)C)ncn2,F3406-6455_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,400.5,28,3.2,67.3,7.2,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.155,-9.993,-10.64,-0.357,F3406-6455,"1-{6-[(2,5-dimethylphenyl)sulfanyl]pyrimidin-4-yl}-N-(2-methoxyethyl)piperidine-4-carboxamide",1251549-69-5,1.5,solid,0.48,3.28,4,2,7,28,Advanced,,LCT10335
LC_Fsp3-enriched_Screening_Compound_Library,24842,1,FALSE,,FALSE,O=C(NCC)C1CCN(CC1)c2cc(SCC(=O)Nc3c(cc(cc3C)C)C)ncn2,F3406-6467_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,441.6,31,3.5,87.2,6.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.778,-9.994,-10.918,-0.322,F3406-6467,"N-ethyl-1-[6-({[(2,4,6-trimethylphenyl)carbamoyl]methyl}sulfanyl)pyrimidin-4-yl]piperidine-4-carboxamide",1251590-79-0,1.5,solid,0.48,1.33,4,3,7,31,Advanced,,LCT10335
LC_Fsp3-enriched_Screening_Compound_Library,24988,1,FALSE,,FALSE,S1CCN(c2ccc(c[nH+]2)-c3noc(n3)C[NH+]4CCN(C5CCCCC5)CC4)CC1,F3406-9040_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,430.6,30,2.6,64,5.3,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.754,-9.689,-10.541,-0.323,F3406-9040,"4-(5-{5-[(4-cyclohexylpiperazin-1-yl)methyl]-1,2,4-oxadiazol-3-yl}pyridin-2-yl)thiomorpholine",1251607-32-5,1,solid,0.68,3.33,6,4,5,30,General,,
LC_Fsp3-enriched_Screening_Compound_Library,25818,1,FALSE,,FALSE,Clc1c(F)ccc(NC(=O)C(=O)NCC2CC[NH+](C3CCCC3)CC2)c1,F5016-0290_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,382.9,26,3.5,62.6,4,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-10.215,-9.522,-10.491,-0.366,F5016-0290,N'-(3-chloro-4-fluorophenyl)-N-[(1-cyclopentylpiperidin-4-yl)methyl]ethanediamide,952976-45-3,1,solid,0.58,2.6,2,3,5,26,General,,LCT02247
LC_Fsp3-enriched_Screening_Compound_Library,25935,1,FALSE,,FALSE,O=C(NCC1CC[NH+](CC1)Cc2cccs2)C(=O)NCC[NH+]3CCOCC3,F5016-0875_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,396.5,27,0.5,76.3,9.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.502,-9.54,-9.996,-0.353,F5016-0875,N'-[2-(morpholin-4-yl)ethyl]-N-({1-[(thiophen-2-yl)methyl]piperidin-4-yl}methyl)ethanediamide,952981-36-1,1,solid,0.68,1.1,3,4,8,27,General,,LCT02247
LC_Fsp3-enriched_Screening_Compound_Library,25998,1,FALSE,,FALSE,O=C(NC(C)(C)C)N1CCC(CC1)CNC(=O)C(=O)Nc2cccc(SC)c2,F5016-1538_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,406.5,28,2.7,90.5,5,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,9,,No Primary Activity Set,Invalid,Invalid,-8.817,-9.703,-10.529,-0.347,F5016-1538,N-{[1-(tert-butylcarbamoyl)piperidin-4-yl]methyl}-N'-[3-(methylsulfanyl)phenyl]ethanediamide,1234844-29-1,1,solid,0.55,1.48,3,3,6,28,General,,LCT02247
LC_Fsp3-enriched_Screening_Compound_Library,26029,1,FALSE,,FALSE,Clc1ccccc1CNC(=O)C(=O)NCC2CCN(S(=O)(=O)C)CC2,F5016-1632_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,387.9,25,0.8,95.6,6.2,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.173,-9.432,-9.71,-0.377,F5016-1632,N'-[(2-chlorophenyl)methyl]-N-[(1-methanesulfonylpiperidin-4-yl)methyl]ethanediamide,1235303-78-2,1,solid,0.5,0.59,4,2,6,25,General,,LCT02247
LC_Fsp3-enriched_Screening_Compound_Library,26119,1,FALSE,,FALSE,O=S(=O)(N1CCC(CC1)CNC(=O)C(=O)Nc2cccc(SC)c2)C3CC3,F5016-3068_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,411.5,27,1.7,95.6,6.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.007,-10.183,-10.36,-0.377,F5016-3068,N-{[1-(cyclopropanesulfonyl)piperidin-4-yl]methyl}-N'-[3-(methylsulfanyl)phenyl]ethanediamide,1235119-40-0,1,solid,0.56,0.87,4,2,7,27,General,,LCT02247
LC_Fsp3-enriched_Screening_Compound_Library,26239,1,FALSE,,FALSE,O=S(=O)(NCC1CC[NH+](CC1)C(C)C)c2ccc3c(OCCO3)c2,F5017-0115_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,355.5,24,1.9,69.1,5.9,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.148,-9.501,-9.729,-0.396,F5017-0115,"N-{[1-(propan-2-yl)piperidin-4-yl]methyl}-2,3-dihydro-1,4-benzodioxine-6-sulfonamide",946383-06-8,1.5,solid,0.65,2.68,4,2,5,24,Advanced,,LCT02248
LC_Fsp3-enriched_Screening_Compound_Library,26390,1,FALSE,,FALSE,Clc1c(OC)ccc(S(=O)(=O)NCC2CC[NH+](C3CCCC3)CC2)c1,F5017-0324_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,387.9,25,3.3,59.8,5.5,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.945,-9.8,-9.983,-0.392,F5017-0324,3-chloro-N-[(1-cyclopentylpiperidin-4-yl)methyl]-4-methoxybenzene-1-sulfonamide,952984-37-1,1,solid,0.67,3.77,3,2,6,25,General,,LCT02248
LC_Fsp3-enriched_Screening_Compound_Library,26410,1,FALSE,,FALSE,O=S(=O)(NCC1CC[NH+](C2CCCC2)CC1)CCc3ccc(OC)cc3,F5017-0344_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,381.6,26,2.8,59.8,7.5,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.125,-9.525,-9.835,-0.366,F5017-0344,N-[(1-cyclopentylpiperidin-4-yl)methyl]-2-(4-methoxyphenyl)ethane-1-sulfonamide,953209-96-6,1,solid,0.7,3.04,3,2,8,26,General,,LCT02248
LC_Fsp3-enriched_Screening_Compound_Library,26507,1,FALSE,,FALSE,O=S(=O)(NCC1CC[NH+](CC1)Cc2c(oc(c2)C)C)c3ccc4c(OCCO4)c3,F5017-1106_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,421.5,29,2.3,82.2,6.9,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.455,-9.896,-10.529,-0.341,F5017-1106,"N-({1-[(2,5-dimethylfuran-3-yl)methyl]piperidin-4-yl}methyl)-2,3-dihydro-1,4-benzodioxine-6-sulfonamide",1235011-83-2,1,oil,0.52,3.76,5,2,6,29,General,,LCT02248
LC_Fsp3-enriched_Screening_Compound_Library,26516,1,FALSE,,FALSE,O=S(=O)(NCC1CCN(CC1)c2cccc[nH+]2)c3ccc4c(CCCC4)c3,F5017-1421_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,386.5,27,3.2,63.5,5.2,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.495,-10.432,-11.145,-0.386,F5017-1421,"N-{[1-(pyridin-2-yl)piperidin-4-yl]methyl}-5,6,7,8-tetrahydronaphthalene-2-sulfonamide",1235092-58-6,1,solid,0.48,3.82,3,3,5,27,General,,LCT02248
LC_Fsp3-enriched_Screening_Compound_Library,27021,1,FALSE,,FALSE,O=C(NCC1CC[NH+](CC1)Cc2cccs2)c3cc(OC)c(OC)c(OC)c3,F5033-0885_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,405.5,28,3.4,61.2,6.7,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,6,,No Primary Activity Set,Invalid,Invalid,-8.5,-9.647,-10.19,-0.345,F5033-0885,"3,4,5-trimethoxy-N-({1-[(thiophen-2-yl)methyl]piperidin-4-yl}methyl)benzamide",954022-22-1,1,solid,0.48,2.46,4,2,8,28,General,,LCT02275
LC_Fsp3-enriched_Screening_Compound_Library,27036,1,FALSE,,FALSE,O=C(NCC1CC[NH+](CC1)Cc2cccs2)Cc3ccc(OC)c(OC)c3,F5033-0955_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,389.5,27,3.3,52,8,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.791,-9.777,-10.473,-0.362,F5033-0955,"2-(3,4-dimethoxyphenyl)-N-({1-[(thiophen-2-yl)methyl]piperidin-4-yl}methyl)acetamide",954023-32-6,1,solid,0.48,2.46,3,2,8,27,General,,LCT02275
LC_Fsp3-enriched_Screening_Compound_Library,27054,1,FALSE,,FALSE,O=C(NCC1CC[NH+](CC1)Cc2cscc2)Cc3ccc(OC)c(OC)c3,F5033-1129_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,389.5,27,3.3,52,8,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.638,-9.472,-10.164,-0.351,F5033-1129,"2-(3,4-dimethoxyphenyl)-N-({1-[(thiophen-3-yl)methyl]piperidin-4-yl}methyl)acetamide",1235297-13-8,1,solid,0.48,2.46,3,2,8,27,General,,LCT02275
LC_Fsp3-enriched_Screening_Compound_Library,27743,1,FALSE,,FALSE,O=C(Nc1nnc(o1)-c2cc(n(n2)C(C)C)C)C3(CCCC3)c4cccs4,F5036-0758_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,385.5,27,3.8,85.8,3,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.658,-9.777,-10.418,-0.362,F5036-0758,"N-{5-[5-methyl-1-(propan-2-yl)-1H-pyrazol-3-yl]-1,3,4-oxadiazol-2-yl}-1-(thiophen-2-yl)cyclopentane-1-carboxamide",1334373-06-6,1,solid,0.47,3.37,5,1,5,27,General,,LCT07346
LC_Fsp3-enriched_Screening_Compound_Library,28810,1,FALSE,,FALSE,O=S(=O)(N1CCC(CC1)C(=O)Nc2nc(-c3ccc4c(CCCC4)c3)cs2)C,F5139-0133_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,419.6,28,3.3,79.4,3.7,4,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.998,-10.028,-10.453,-0.358,F5139-0133,"1-methanesulfonyl-N-[4-(5,6,7,8-tetrahydronaphthalen-2-yl)-1,3-thiazol-2-yl]piperidine-4-carboxamide",930015-63-7,1,solid,0.5,3.33,4,1,4,28,General,,LCT06949
LC_Fsp3-enriched_Screening_Compound_Library,30119,1,FALSE,,FALSE,O=C(N1CCC(CC1)C(OC)=O)CCc2csc(n2)NC(=O)NC3CCCCC3,F5331-0435_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,422.5,29,2.9,100.6,7.9,9,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.38,-9.495,-10.044,-0.327,F5331-0435,"methyl 1-(3-{2-[(cyclohexylcarbamoyl)amino]-1,3-thiazol-4-yl}propanoyl)piperidine-4-carboxylate",1040668-69-6,1,solid,0.7,1.32,5,2,8,29,General,,LCT04260
LC_Fsp3-enriched_Screening_Compound_Library,30141,1,FALSE,,FALSE,O=C(NC1CCCCC1)Nc2nc(CCC(=O)Nc3c(OC)ccc(OC)c3)cs2,F5331-0470_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,432.5,30,4.2,101.6,7,10,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.783,-9.571,-10.258,-0.319,F5331-0470,"3-{2-[(cyclohexylcarbamoyl)amino]-1,3-thiazol-4-yl}-N-(2,5-dimethoxyphenyl)propanamide",1091132-33-0,1,oil,0.48,3.15,5,3,8,30,General,+,LCT04260
LC_Fsp3-enriched_Screening_Compound_Library,30157,1,FALSE,,FALSE,O=C(N1CCN(CC1)c2cccc[nH+]2)CCc3csc(n3)NC(=O)NC4CCCCC4,F5331-0490_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,3.3,91.7,7.2,9,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.176,-9.541,-10.38,-0.308,F5331-0490,"1-cyclohexyl-3-(4-{3-oxo-3-[4-(pyridin-2-yl)piperazin-1-yl]propyl}-1,3-thiazol-2-yl)urea",1091081-62-7,1,solid,0.55,2.71,4,4,7,31,General,,LCT04260
LC_Fsp3-enriched_Screening_Compound_Library,30160,1,FALSE,,FALSE,O=C(N1CCN(CC1)c2ncccn2)CCc3csc(n3)NC(=O)NC4CCCCC4,F5331-0491_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,443.6,31,2.7,103.3,7.2,9,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.699,-10.205,-10.859,-0.329,F5331-0491,"1-cyclohexyl-3-(4-{3-oxo-3-[4-(pyrimidin-2-yl)piperazin-1-yl]propyl}-1,3-thiazol-2-yl)urea",1040669-46-2,1,solid,0.57,1.94,5,3,7,31,General,,LCT04260
LC_Fsp3-enriched_Screening_Compound_Library,30338,1,FALSE,,FALSE,Clc1c(Cl)cccc1N2CCN(S(=O)(=O)CCN3C(=O)CCCC3=O)CC2,F5381-0025_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,434.3,27,2,78,5.5,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.443,-10.232,-10.339,-0.379,F5381-0025,"1-(2-{[4-(2,3-dichlorophenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",1040675-35-1,1,solid,0.53,3.65,5,1,5,27,General,,LCT04247
LC_Fsp3-enriched_Screening_Compound_Library,30462,1,FALSE,,FALSE,O=C(N1CC[NH+](CC1)Cc2nc(C(C)(C)C)cs2)c3ccccc3C,F5461-1007_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,358.5,25,3.7,37.6,3.5,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.262,-9.552,-9.846,-0.382,F5461-1007,"1-[(4-tert-butyl-1,3-thiazol-2-yl)methyl]-4-(2-methylbenzoyl)piperazine",1105222-64-7,1.5,solid,0.5,3.72,2,1,4,25,Advanced,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,30510,1,FALSE,,FALSE,O=C(N1CC[NH+](CC1)Cc2nc(C3CC3)cs2)c4ccccc4OC,F5461-1148_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,358.5,25,3,46.9,4,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.454,-9.615,-9.608,-0.385,F5461-1148,"1-[(4-cyclopropyl-1,3-thiazol-2-yl)methyl]-4-(2-methoxybenzoyl)piperazine",1170843-80-7,1.5,solid,0.47,2.56,3,1,6,25,Advanced,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,30526,1,FALSE,,FALSE,O=C(N1CC[NH+](CC1)Cc2nc(C3CC3)cs2)Cc4ccc(OC)c(OC)c4,F5461-1193_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,402.5,28,2.9,56.1,6.2,8,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.268,-9.708,-10.373,-0.347,F5461-1193,"1-{4-[(4-cyclopropyl-1,3-thiazol-2-yl)methyl]piperazin-1-yl}-2-(3,4-dimethoxyphenyl)ethan-1-one",1105223-45-7,1.5,solid,0.52,2.47,4,1,8,28,Advanced,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,30552,1,FALSE,,FALSE,O=C(NCC1CCCCC1)CCc2csc(n2)NC(=O)C=3C=CC(=O)NC3,F5463-0146_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,388.5,27,2.1,100.2,6.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.922,-10.291,-10.75,-0.381,F5463-0146,"N-(4-{2-[(cyclohexylmethyl)carbamoyl]ethyl}-1,3-thiazol-2-yl)-6-oxo-1,6-dihydropyridine-3-carboxamide",1091467-22-9,1,solid,0.47,1.01,4,3,7,27,General,,LCT02790
LC_Fsp3-enriched_Screening_Compound_Library,31455,1,FALSE,,FALSE,O=S(=O)(N1CC[NH+](CC1)Cc2nc(C(C)(C)C)cs2)c3ccc4c(OCCO4)c3,F5583-0014_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,438.6,29,2.7,73.2,5.4,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.62,-9.507,-10.492,-0.328,F5583-0014,"1-[(4-tert-butyl-1,3-thiazol-2-yl)methyl]-4-(2,3-dihydro-1,4-benzodioxine-6-sulfonyl)piperazine",1105236-45-0,1,solid,0.55,3.87,6,1,4,29,General,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,31460,1,FALSE,,FALSE,O=S(=O)(N1CC[NH+](CC1)Cc2nc(C(C)(C)C)cs2)c3c(onc3C)C,F5583-0032_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,399.5,26,2,80.7,5,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.511,-9.749,-9.851,-0.375,F5583-0032,"1-[(4-tert-butyl-1,3-thiazol-2-yl)methyl]-4-[(3,5-dimethyl-1,2-oxazol-4-yl)sulfonyl]piperazine",1105236-61-0,1,solid,0.65,2.99,6,1,4,26,General,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,31465,1,FALSE,,FALSE,O=S(=O)(N1CC[NH+](CC1)Cc2nc(C(C)(C)C)cs2)c3cc(ccc3OC)C,F5583-0036_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,424.6,28,3.3,63.9,5.5,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-7.976,-9.968,-10.131,-0.356,F5583-0036,"1-[(4-tert-butyl-1,3-thiazol-2-yl)methyl]-4-(2-methoxy-5-methylbenzenesulfonyl)piperazine",1105236-69-8,1.5,solid,0.55,3.92,5,1,5,28,Advanced,,LCT04160
LC_Fsp3-enriched_Screening_Compound_Library,32318,1,FALSE,,FALSE,O=S(=O)(NCCn1c2c(c(N3CCCCCC3)ncn2)cn1)c4c(C)ccc(c4)C,F5651-0105_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,428.6,30,2.8,93,6.8,6,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-9.193,-9.481,-10.037,-0.316,F5651-0105,"N-{2-[4-(azepan-1-yl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl]ethyl}-2,5-dimethylbenzene-1-sulfonamide",1170093-31-8,1,solid,0.48,3.68,5,2,6,30,General,+,LCT00040
LC_Fsp3-enriched_Screening_Compound_Library,32607,1,FALSE,,FALSE,O=S(=O)(NCC1CCC(CC1)C(=O)NCc2nc(no2)-c3ccccc3)C,F5780-0278_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,392.5,27,1.1,114.2,6.5,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.737,-9.577,-10.083,-0.355,F5780-0278,"4-(methanesulfonamidomethyl)-N-[(3-phenyl-1,2,4-oxadiazol-5-yl)methyl]cyclohexane-1-carboxamide",1219903-99-7,1,solid,0.5,0.86,6,2,7,27,General,,LCT07277
LC_Fsp3-enriched_Screening_Compound_Library,32622,1,FALSE,,FALSE,O=S(=O)(N1CCC(CC1)C(=O)NCC2CCC(CC2)c3nc4ccccc4[nH]3)C,F5782-0136_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,418.6,29,2.6,95.2,5.9,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,7,,No Primary Activity Set,Invalid,Invalid,-8.679,-9.612,-10.223,-0.331,F5782-0136,"N-{[4-(1H-1,3-benzodiazol-2-yl)cyclohexyl]methyl}-1-methanesulfonylpiperidine-4-carboxamide",1207049-66-8,1,solid,0.62,1.43,5,3,5,29,General,,LCT07285
LC_Fsp3-enriched_Screening_Compound_Library,32631,1,FALSE,,FALSE,O=C(NCC1CCC(CC1)c2nc3ccccc3n2C)C[C@@H]4CSC5=NC=CC(=O)N54,F5782-0239_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,437.6,31,3,79.6,5.3,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.259,-9.439,-9.866,-0.304,F5782-0239,"N-{[4-(1-methyl-1H-1,3-benzodiazol-2-yl)cyclohexyl]methyl}-2-{5-oxo-2H,3H,5H-[1,3]thiazolo[3,2-a]pyrimidin-3-yl}acetamide",1207049-85-1,1.5,solid,0.48,2.35,4,1,5,31,Advanced,,LCT07285
LC_Fsp3-enriched_Screening_Compound_Library,33372,1,FALSE,,FALSE,O=S(=O)(C(C)C)c1ccc(CC(=O)NCC2(CCCC2)c3cccs3)cc1,F5831-7910_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,405.6,27,4.1,63.2,6.6,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.637,-9.75,-10.081,-0.361,F5831-7910,2-[4-(propane-2-sulfonyl)phenyl]-N-{[1-(thiophen-2-yl)cyclopentyl]methyl}acetamide,1209788-77-1,1.5,oil,0.48,3.18,3,1,7,27,Advanced,,LCT01646
LC_Fsp3-enriched_Screening_Compound_Library,33489,1,FALSE,,FALSE,O=S(=O)(C(C)C)c1ccc(CC(=O)NCC2(CCOCC2)c3cccs3)cc1,F5832-0031_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,421.6,28,3.3,72.5,7,7,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.648,-9.524,-10.012,-0.34,F5832-0031,2-[4-(propane-2-sulfonyl)phenyl]-N-{[4-(thiophen-2-yl)oxan-4-yl]methyl}acetamide,1211840-93-5,1.5,oil,0.48,1.34,4,1,7,28,Advanced,,LCT00423
LC_Fsp3-enriched_Screening_Compound_Library,34828,1,FALSE,,FALSE,O=C(OCC)[C@H]1c2c(sc(n2)NC(=O)Cc3c(nc(s3)C)C)CC1,F5860-3552_D_D,,,AF-mucoricinfromuniprotI1C083-F1-model_v3_P,365.5,24,3,81.2,4.3,5,0,LC_Fsp3-enriched_Screening_Compound_Library.sdf,,0,,10,,No Primary Activity Set,Invalid,Invalid,-8.928,-9.494,-9.993,-0.396,F5860-3552,"ethyl 2-[2-(2,4-dimethyl-1,3-thiazol-5-yl)acetamido]-4H,5H,6H-cyclopenta[d][1,3]thiazole-4-carboxylate",1219905-75-5,1.5,solid,0.5,1.85,5,1,6,24,Advanced,+,LCT01953
